"Dictamen";"Antiguedad.Trabajo";"Vivienda";"Plazo";"Edad";"Estado.civil";"Registros";"Tipo.trabajo";"Gastos";"Ingresos";"Patrimonio";"Cargas.patrimoniales";"Importe.solicitado";"Precio.del.bien.financiado"
"negatiu";2;"pares";36;39;"casat";"reg_si";"Fix";60;87;0;0;2000;2300
"positiu";20;"pares";48;37;"solter";"reg_no";"Fix";35;114;0;0;1200;2472
"negatiu";20;"lloguer";48;45;"solter";"reg_no";"Auto";35;0;0;0;900;1300
"positiu";7;"contr_privat";60;24;"solter";"reg_no";"Fix";35;187;4000;2400;1400;1480
"negatiu";0;"VivUnkown";48;23;"casat";"reg_no";"Temp";45;26;99999999;99999999;1350;1562
"negatiu";3;"escriptura";60;39;"casat";"reg_no";"Auto";75;491;90000;0;4000;6700
"positiu";22;"escriptura";36;45;"casat";"reg_no";"Fix";75;250;10000;0;500;1026
"positiu";10;"lloguer";60;38;"casat";"reg_si";"Fix";110;204;0;0;1500;1531
"positiu";20;"lloguer";24;40;"casat";"reg_no";"Fix";77;165;0;0;500;1532
"positiu";20;"escriptura";36;36;"casat";"reg_si";"Fix";75;130;3500;0;1500;2000
"positiu";2;"pares";24;26;"solter";"reg_no";"Fix";35;79;0;0;590;894
"positiu";22;"lloguer";36;51;"solter";"reg_si";"Auto";35;0;0;0;350;950
"positiu";7;"escriptura";60;34;"separat";"reg_no";"Fix";35;96;8000;0;850;1213
"positiu";5;"escriptura";60;39;"casat";"reg_no";"Auto";75;85;4000;0;1200;1463
"negatiu";2;"lloguer";48;37;"separat";"reg_si";"Auto";35;0;0;0;2000;3900
"negatiu";13;"lloguer";60;50;"solter";"reg_no";"Fix";42;66;0;0;800;865
"positiu";17;"altres viv";60;46;"casat";"reg_no";"Fix";75;155;0;0;2000;2086
"positiu";8;"escriptura";24;46;"casat";"reg_no";"Auto";75;0;15000;0;1000;1603
"positiu";0;"escriptura";12;22;"casat";"reg_no";"Other";75;100;50000;8000;900;2327
"negatiu";0;"pares";36;35;"casat";"reg_no";"Auto";75;0;0;0;1450;1500
"positiu";6;"lloguer";36;31;"separat";"reg_no";"Fix";49;140;0;0;550;999
"positiu";4;"escriptura";24;32;"casat";"reg_no";"Temp";45;158;5500;0;500;1839
"positiu";20;"contr_privat";48;40;"casat";"reg_no";"Fix";75;144;7000;0;500;980
"positiu";38;"lloguer";12;66;"casat";"reg_no";"Fix";79;340;0;0;700;1568
"positiu";26;"lloguer";60;50;"casat";"reg_no";"Fix";85;250;0;0;1000;1297
"positiu";3;"escriptura";12;30;"casat";"reg_no";"Fix";60;296;4500;2000;200;1338
"negatiu";5;"pares";48;24;"solter";"reg_no";"Temp";35;139;2000;0;1000;1492
"positiu";12;"escriptura";60;28;"casat";"reg_si";"Fix";75;110;3500;1394;900;1082
"negatiu";1;"pares";24;23;"solter";"reg_no";"Temp";35;70;0;0;500;640
"positiu";4;"escriptura";60;41;"casat";"reg_no";"Fix";45;87;6500;0;1100;1670
"negatiu";13;"contr_privat";60;38;"casat";"reg_no";"Fix";90;108;1500;30;1400;1410
"positiu";1;"pares";36;21;"casat";"reg_no";"Fix";45;90;2000;0;1200;1350
"positiu";5;"pares";60;21;"solter";"reg_no";"Fix";45;56;0;0;1400;2067
"positiu";10;"lloguer";36;46;"casat";"reg_no";"Fix";114;235;0;0;500;1531
"negatiu";1;"pares";60;36;"casat";"reg_no";"Temp";60;60;0;0;1400;1612
"positiu";3;"lloguer";36;20;"solter";"reg_no";"Temp";58;225;0;0;1500;2050
"negatiu";5;"lloguer";60;40;"casat";"reg_si";"Auto";54;89;0;0;1200;1457
"negatiu";2;"contr_privat";36;32;"casat";"reg_no";"Fix";75;80;2500;0;1300;1813
"negatiu";19;"lloguer";60;37;"separat";"reg_si";"Fix";41;63;0;0;2700;2957
"positiu";1;"escriptura";60;52;"casat";"reg_no";"Fix";60;250;3000;0;1550;1850
"positiu";5;"contr_privat";24;32;"separat";"reg_no";"Auto";35;143;8000;0;600;1350
"positiu";7;"lloguer";60;30;"casat";"reg_no";"Fix";42;73;0;0;950;1169
"positiu";25;"lloguer";60;48;"casat";"reg_no";"Fix";103;126;3500;0;1450;1575
"positiu";11;"escriptura";36;32;"casat";"reg_no";"Fix";60;101;12000;2400;965;1265
"negatiu";27;"escriptura";60;58;"casat";"reg_no";"Auto";60;60;15000;0;1450;1657
"positiu";19;"escriptura";60;56;"casat";"reg_no";"Fix";45;169;7000;0;1400;1714
"negatiu";2;"lloguer";48;48;"casat";"reg_si";"Other";109;193;0;0;1140;1143
"positiu";5;"lloguer";24;41;"separat";"reg_no";"Fix";44;90;0;0;550;1319
"positiu";10;"pares";24;40;"casat";"reg_no";"Temp";60;116;2000;0;480;620
"negatiu";1;"pares";48;21;"solter";"reg_no";"Temp";35;60;0;0;1350;1601
"positiu";6;"pares";48;24;"solter";"reg_no";"Fix";35;107;6500;1172;1000;1200
"positiu";22;"escriptura";18;57;"casat";"reg_si";"Fix";45;150;6000;0;500;1727
"negatiu";0;"lloguer";48;54;"casat";"reg_no";"Auto";135;0;0;0;2000;2476
"negatiu";6;"pares";36;31;"solter";"reg_si";"Auto";35;319;0;0;1200;1730
"positiu";3;"altres viv";36;40;"casat";"reg_no";"Fix";60;90;99999999;0;400;1661
"positiu";2;"escriptura";12;32;"casat";"reg_no";"Auto";45;122;5000;500;350;625
"positiu";1;"pares";60;30;"casat";"reg_no";"Auto";60;93;0;0;1600;1647
"positiu";18;"escriptura";36;42;"casat";"reg_no";"Fix";75;121;2000;150;900;1633
"positiu";2;"pares";24;23;"solter";"reg_no";"Temp";35;93;2500;0;230;670
"positiu";17;"lloguer";48;36;"casat";"reg_no";"Fix";61;162;0;0;1000;1641
"negatiu";0;"lloguer";48;42;"casat";"reg_no";"Temp";75;0;0;0;1300;1400
"positiu";2;"pares";36;24;"casat";"reg_si";"Auto";45;0;0;0;1000;2223
"positiu";9;"escriptura";60;53;"casat";"reg_no";"Auto";60;51;8000;3000;1450;1970
"positiu";11;"lloguer";60;29;"casat";"reg_no";"Fix";74;135;0;0;1000;1097
"negatiu";3;"escriptura";48;53;"casat";"reg_no";"Other";75;60;99999999;99999999;1500;1637
"positiu";2;"pares";60;23;"solter";"reg_no";"Fix";35;106;0;0;820;1097
"positiu";32;"pares";42;53;"casat";"reg_no";"Auto";60;160;0;0;200;829
"negatiu";8;"pares";60;28;"solter";"reg_si";"Fix";35;76;0;0;1300;1550
"negatiu";1;"escriptura";60;40;"casat";"reg_no";"Fix";45;0;3000;180;1700;1777
"positiu";24;"altres viv";60;40;"casat";"reg_no";"Fix";45;115;0;0;1250;1461
"negatiu";1;"pares";30;23;"solter";"reg_no";"Auto";35;60;0;0;800;1452
"positiu";15;"lloguer";48;55;"vidu";"reg_no";"Fix";62;173;0;0;1100;1467
"positiu";24;"escriptura";48;48;"casat";"reg_no";"Fix";75;90;3000;0;400;975
"negatiu";5;"lloguer";36;48;"casat";"reg_no";"Auto";97;365;0;0;1300;1736
"negatiu";1;"altres viv";36;44;"casat";"reg_si";"Fix";60;154;2500;0;2000;2500
"negatiu";0;"pares";36;29;"separat";"reg_no";"Auto";35;0;0;0;650;975
"negatiu";4;"lloguer";60;46;"casat";"reg_no";"Auto";70;100;0;0;2400;2500
"positiu";0;"pares";36;23;"solter";"reg_no";"Fix";35;70;0;0;900;1210
"positiu";2;"altres viv";48;29;"solter";"reg_no";"Fix";35;75;0;0;650;824
"positiu";25;"escriptura";60;63;"casat";"reg_si";"Auto";60;60;47500;3360;1000;1162
"positiu";17;"lloguer";24;40;"casat";"reg_si";"Fix";58;128;0;0;700;982
"positiu";14;"pares";48;37;"casat";"reg_si";"Fix";60;120;0;0;1000;1189
"negatiu";0;"altres viv";60;23;"solter";"reg_no";"Fix";35;0;0;0;700;969
"positiu";15;"escriptura";36;49;"casat";"reg_no";"Fix";75;113;8000;0;1050;1055
"negatiu";16;"lloguer";60;40;"casat";"reg_no";"Auto";82;71;0;0;2000;2250
"positiu";16;"escriptura";36;40;"casat";"reg_si";"Fix";90;120;6000;0;900;1150
"positiu";1;"pares";36;23;"solter";"reg_no";"Fix";35;55;5000;0;775;925
"positiu";15;"escriptura";36;42;"solter";"reg_no";"Fix";35;90;5000;3000;1000;1243
"positiu";5;"escriptura";60;35;"casat";"reg_no";"Auto";45;0;99999999;0;700;768
"positiu";5;"lloguer";48;28;"casat";"reg_si";"Fix";60;154;3000;0;825;1661
"negatiu";0;"escriptura";48;39;"casat";"reg_no";"Auto";60;16;3000;0;850;1053
"positiu";1;"escriptura";36;36;"casat";"reg_no";"Auto";75;416;8000;0;3875;5175
"positiu";13;"pares";48;28;"casat";"reg_no";"Fix";90;105;0;0;1200;1590
"positiu";10;"lloguer";36;38;"casat";"reg_no";"Fix";66;210;0;0;500;1171
"positiu";2;"escriptura";60;33;"casat";"reg_no";"Fix";35;146;8000;2000;1000;1844
"positiu";2;"pares";60;30;"separat";"reg_no";"Auto";35;150;0;0;1500;1671
"negatiu";0;"escriptura";36;36;"casat";"reg_no";"Other";45;105;5000;3000;1000;1620
"positiu";13;"escriptura";60;28;"casat";"reg_no";"Fix";45;148;3500;144;1350;1496
"positiu";0;"contr_privat";48;56;"casat";"reg_no";"Other";35;84;4500;50;700;940
"positiu";8;"lloguer";48;39;"casat";"reg_no";"Auto";66;60;0;0;700;1580
"positiu";4;"escriptura";36;54;"casat";"reg_no";"Auto";35;80;25000;0;1400;1490
"positiu";15;"pares";60;35;"solter";"reg_no";"Fix";45;226;6000;2200;1350;1609
"positiu";1;"escriptura";48;29;"casat";"reg_no";"Fix";45;130;4000;0;1000;1777
"negatiu";20;"lloguer";60;47;"casat";"reg_no";"Fix";85;100;8000;0;1250;1250
"positiu";2;"escriptura";60;35;"casat";"reg_no";"Other";60;175;2500;0;1250;1412
"negatiu";0;"altres viv";60;32;"solter";"reg_no";"Temp";35;0;0;0;600;1690
"positiu";0;"lloguer";60;35;"solter";"reg_no";"Fix";51;163;0;0;1000;1353
"positiu";15;"altres viv";36;30;"casat";"reg_no";"Fix";45;131;0;0;250;1341
"positiu";24;"escriptura";48;39;"casat";"reg_no";"Fix";75;125;6000;200;1000;1409
"positiu";15;"escriptura";48;57;"casat";"reg_no";"Auto";35;212;65000;0;1300;1852
"negatiu";1;"lloguer";24;32;"solter";"reg_no";"Auto";35;0;0;0;290;490
"positiu";17;"lloguer";30;45;"casat";"reg_no";"Fix";55;104;0;0;550;575
"negatiu";1;"lloguer";24;24;"solter";"reg_no";"Temp";42;65;0;0;750;1192
"negatiu";2;"pares";60;23;"solter";"reg_si";"Temp";35;75;0;0;1100;1139
"positiu";0;"pares";60;24;"solter";"reg_no";"Fix";35;126;1500;0;900;1092
"positiu";0;"pares";18;20;"casat";"reg_no";"Fix";35;91;0;0;600;750
"positiu";14;"lloguer";36;49;"casat";"reg_no";"Fix";70;103;0;0;500;1017
"positiu";2;"pares";60;24;"solter";"reg_no";"Fix";35;100;0;0;1600;1601
"positiu";7;"lloguer";60;40;"casat";"reg_si";"Auto";76;164;3000;0;800;1032
"positiu";6;"escriptura";60;31;"casat";"reg_no";"Fix";45;131;4000;1600;600;1661
"positiu";2;"altres viv";18;25;"casat";"reg_si";"Auto";60;0;0;0;850;1400
"positiu";0;"altres viv";48;39;"casat";"reg_no";"Fix";60;85;0;0;1450;1594
"negatiu";2;"contr_privat";60;22;"casat";"reg_no";"Temp";35;60;2800;0;1300;1422
"negatiu";0;"escriptura";36;30;"separat";"reg_no";"Auto";60;48;7000;0;300;365
"positiu";0;"pares";60;21;"solter";"reg_no";"Temp";45;312;10000;0;1033;1175
"positiu";0;"pares";24;22;"solter";"reg_no";"Temp";35;80;0;0;650;1356
"negatiu";0;"lloguer";18;28;"casat";"reg_si";"Fix";68;83;0;0;200;300
"positiu";8;"escriptura";24;32;"casat";"reg_no";"Fix";60;77;4000;0;350;865
"positiu";2;"pares";24;23;"solter";"reg_no";"Auto";35;63;20000;0;600;2143
"positiu";0;"pares";24;36;"casat";"reg_no";"Other";90;31;0;0;625;725
"negatiu";2;"lloguer";60;20;"solter";"reg_no";"Fix";46;108;0;0;1200;1300
"positiu";4;"escriptura";60;25;"casat";"reg_no";"Fix";45;68;4500;1379;725;1460
"positiu";5;"pares";30;24;"casat";"reg_no";"Fix";35;120;0;0;700;1804
"positiu";8;"escriptura";36;35;"casat";"reg_si";"Fix";45;213;6000;0;1700;2450
"positiu";10;"pares";48;58;"casat";"reg_no";"Other";35;450;2500;0;1200;1505
"positiu";5;"escriptura";60;32;"casat";"reg_no";"Fix";45;145;13000;0;1500;1850
"negatiu";15;"escriptura";36;56;"casat";"reg_si";"Auto";35;90;16000;0;800;1300
"positiu";2;"lloguer";60;53;"vidu";"reg_no";"Fix";46;114;0;0;1050;1348
"positiu";2;"pares";60;26;"solter";"reg_no";"Fix";35;104;10000;0;1400;1490
"positiu";20;"escriptura";60;40;"casat";"reg_no";"Fix";45;240;8000;0;900;950
"positiu";1;"escriptura";36;48;"casat";"reg_no";"Other";45;45;32000;0;1500;2700
"positiu";10;"pares";60;28;"solter";"reg_no";"Fix";35;70;3500;0;1300;1743
"positiu";0;"escriptura";60;34;"casat";"reg_no";"Fix";60;85;4000;0;1100;1628
"positiu";11;"escriptura";60;28;"casat";"reg_no";"Fix";35;82;1500;0;1090;1491
"negatiu";2;"lloguer";24;30;"casat";"reg_no";"Temp";53;80;0;0;500;975
"negatiu";20;"escriptura";48;47;"casat";"reg_no";"Auto";45;66;99999999;0;1200;1668
"negatiu";0;"contr_privat";60;43;"casat";"reg_no";"Temp";90;82;4000;0;600;790
"positiu";3;"escriptura";60;41;"casat";"reg_no";"Fix";75;99;16000;500;1000;3300
"positiu";28;"escriptura";48;54;"casat";"reg_no";"Auto";75;46;15000;0;900;1300
"positiu";23;"altres viv";54;38;"separat";"reg_no";"Fix";60;178;0;0;740;989
"positiu";4;"lloguer";60;30;"casat";"reg_no";"Fix";60;147;5500;2000;1700;1719
"positiu";11;"escriptura";48;41;"casat";"reg_si";"Auto";45;280;4000;1300;1000;1350
"positiu";12;"escriptura";60;45;"casat";"reg_no";"Auto";35;75;4000;0;1000;1100
"positiu";6;"escriptura";6;29;"casat";"reg_no";"Fix";45;190;5000;0;200;2179
"negatiu";0;"escriptura";6;33;"solter";"reg_si";"Temp";45;240;4500;0;675;1146
"positiu";1;"pares";48;25;"solter";"reg_no";"Auto";35;280;6000;0;1100;1650
"negatiu";8;"altres viv";60;41;"casat";"reg_no";"Auto";45;62;0;0;1800;2101
"positiu";12;"escriptura";48;35;"casat";"reg_no";"Fix";60;90;4500;0;900;1097
"positiu";17;"pares";36;33;"separat";"reg_si";"Fix";35;96;0;0;475;475
"positiu";17;"lloguer";60;44;"casat";"reg_no";"Fix";51;159;0;0;1100;1668
"positiu";1;"escriptura";48;42;"casat";"reg_no";"Fix";75;155;8000;0;600;1680
"positiu";19;"lloguer";60;42;"solter";"reg_no";"Fix";43;78;0;0;730;1070
"negatiu";0;"lloguer";24;42;"casat";"reg_si";"Fix";103;283;0;0;1897;2517
"positiu";10;"escriptura";54;41;"casat";"reg_no";"Fix";45;130;4500;0;1700;1957
"positiu";16;"altres viv";42;49;"casat";"reg_si";"Fix";45;80;0;0;700;950
"positiu";0;"lloguer";36;42;"solter";"reg_si";"Temp";48;129;0;0;525;525
"positiu";5;"escriptura";60;49;"casat";"reg_no";"Fix";35;122;5000;0;1500;1740
"positiu";10;"escriptura";30;32;"casat";"reg_no";"Auto";60;65;3000;0;600;1200
"positiu";7;"pares";36;24;"solter";"reg_no";"Fix";35;127;0;0;300;2612
"positiu";3;"altres viv";48;28;"casat";"reg_no";"Fix";35;125;1500;0;1500;1689
"positiu";0;"escriptura";36;42;"casat";"reg_no";"Auto";60;260;3000;250;1100;1288
"positiu";10;"lloguer";60;42;"casat";"reg_no";"Fix";76;158;5000;0;1000;1000
"positiu";32;"escriptura";36;49;"casat";"reg_no";"Fix";75;163;4000;0;400;700
"negatiu";14;"escriptura";48;29;"casat";"reg_no";"Fix";75;131;4000;0;980;2981
"positiu";20;"lloguer";60;38;"casat";"reg_no";"Fix";74;140;0;0;1500;1600
"positiu";26;"escriptura";60;41;"casat";"reg_no";"Fix";45;132;0;0;1100;1472
"positiu";10;"contr_privat";60;46;"casat";"reg_no";"Fix";75;66;5500;1700;1250;1525
"positiu";6;"escriptura";60;33;"casat";"reg_no";"Temp";60;140;6000;0;1150;1715
"positiu";2;"escriptura";60;23;"solter";"reg_no";"Fix";35;150;3000;0;2000;4904
"positiu";24;"escriptura";48;39;"casat";"reg_no";"Fix";75;110;3000;0;1150;1379
"negatiu";2;"contr_privat";48;27;"casat";"reg_no";"Other";75;59;2500;2200;1200;1530
"positiu";3;"contr_privat";36;37;"casat";"reg_no";"Auto";45;0;4500;0;900;1596
"positiu";1;"pares";48;23;"solter";"reg_no";"Fix";35;139;0;0;650;650
"positiu";2;"pares";36;22;"solter";"reg_no";"Temp";35;100;25000;0;1400;1850
"positiu";16;"lloguer";60;35;"solter";"reg_no";"Fix";49;135;0;0;1300;1310
"positiu";5;"escriptura";48;46;"casat";"reg_no";"Fix";90;137;2000;0;1100;1487
"positiu";1;"lloguer";60;40;"casat";"reg_no";"Fix";57;120;0;0;1500;1737
"positiu";0;"lloguer";48;52;"casat";"reg_no";"Auto";35;0;5000;0;800;1794
"positiu";7;"escriptura";36;41;"casat";"reg_no";"Fix";75;87;4500;0;2000;2104
"positiu";23;"lloguer";48;57;"solter";"reg_si";"Fix";49;142;0;0;1300;1450
"positiu";2;"pares";60;35;"solter";"reg_no";"Other";35;65;0;0;1100;1324
"positiu";10;"escriptura";6;46;"casat";"reg_no";"Auto";45;464;10000;0;1100;2235
"negatiu";5;"lloguer";60;42;"casat";"reg_si";"Auto";113;83;0;0;1530;1530
"negatiu";0;"altres viv";60;38;"casat";"reg_si";"Fix";45;0;0;0;1500;1700
"positiu";0;"escriptura";48;25;"solter";"reg_no";"Fix";35;126;2800;0;1170;1372
"negatiu";0;"pares";24;20;"solter";"reg_no";"Temp";35;66;0;0;550;550
"positiu";2;"lloguer";48;24;"solter";"reg_no";"Fix";44;90;0;0;1200;1450
"positiu";10;"altres viv";60;57;"casat";"reg_no";"Fix";60;84;9000;0;1400;1423
"positiu";4;"altres viv";60;37;"casat";"reg_si";"Auto";60;61;0;0;1420;1450
"positiu";4;"pares";60;27;"casat";"reg_no";"Auto";35;0;0;0;1050;1214
"negatiu";2;"escriptura";60;31;"casat";"reg_no";"Fix";45;55;4000;800;700;1250
"positiu";43;"altres viv";24;60;"casat";"reg_no";"Fix";60;185;0;0;319;1669
"positiu";8;"pares";48;34;"solter";"reg_no";"Fix";35;85;0;0;1000;1383
"positiu";9;"escriptura";48;26;"casat";"reg_no";"Fix";35;101;5000;0;500;1997
"positiu";8;"contr_privat";48;25;"solter";"reg_no";"Fix";45;180;1500;0;1100;1200
"positiu";30;"altres viv";48;50;"casat";"reg_no";"Fix";45;220;0;0;600;900
"negatiu";2;"escriptura";48;41;"casat";"reg_no";"Fix";60;142;4000;0;2000;2465
"positiu";5;"pares";24;32;"casat";"reg_no";"Fix";35;91;0;0;450;530
"negatiu";2;"lloguer";60;62;"casat";"reg_si";"Other";41;57;8000;0;1200;1500
"positiu";1;"escriptura";48;27;"solter";"reg_si";"Fix";45;62;5000;0;1500;1788
"negatiu";10;"escriptura";48;54;"casat";"reg_no";"Auto";35;27;5000;0;1050;1054
"negatiu";4;"altres viv";36;54;"casat";"reg_no";"Auto";60;0;0;0;250;350
"positiu";22;"altres viv";24;36;"casat";"reg_no";"Fix";45;176;0;0;700;1428
"positiu";7;"escriptura";60;55;"casat";"reg_no";"Fix";45;124;5000;0;800;982
"negatiu";1;"pares";60;19;"solter";"reg_no";"Fix";45;128;9500;2800;1300;1540
"negatiu";7;"escriptura";60;31;"casat";"reg_no";"Fix";60;92;3500;991;1050;1158
"positiu";7;"altres viv";48;55;"casat";"reg_no";"Fix";75;100;6000;0;1200;1700
"positiu";21;"escriptura";36;37;"casat";"reg_no";"Fix";75;300;7000;3500;1100;1876
"positiu";8;"escriptura";24;51;"casat";"reg_no";"Fix";45;167;8000;0;250;400
"positiu";25;"escriptura";60;51;"casat";"reg_no";"Fix";60;222;7000;0;1300;1400
"negatiu";1;"pares";48;22;"solter";"reg_no";"Auto";35;0;10000;0;650;722
"positiu";0;"lloguer";60;57;"casat";"reg_no";"Other";43;80;0;0;1200;1515
"negatiu";5;"lloguer";48;48;"casat";"reg_si";"Auto";65;50;0;0;1200;1487
"positiu";13;"pares";60;28;"casat";"reg_no";"Fix";35;138;0;0;1080;1192
"positiu";2;"lloguer";36;54;"casat";"reg_no";"Fix";54;187;0;0;1200;2050
"negatiu";1;"escriptura";60;53;"casat";"reg_no";"Auto";35;140;8000;0;1600;2222
"positiu";7;"pares";60;25;"solter";"reg_no";"Fix";35;58;28000;0;1100;1338
"positiu";18;"altres viv";36;42;"solter";"reg_no";"Fix";35;83;0;0;700;1380
"negatiu";1;"lloguer";36;40;"separat";"reg_no";"Other";79;38;0;0;400;400
"positiu";6;"escriptura";48;35;"casat";"reg_no";"Auto";60;0;3500;350;1300;1588
"negatiu";2;"escriptura";60;42;"vidu";"reg_no";"Other";45;35;6000;0;650;865
"positiu";12;"escriptura";48;31;"casat";"reg_no";"Fix";60;84;5000;0;700;1702
"positiu";7;"pares";60;30;"solter";"reg_no";"Fix";35;95;0;0;900;1158
"positiu";18;"escriptura";36;41;"casat";"reg_no";"Fix";45;104;12000;800;900;1607
"positiu";6;"escriptura";36;58;"casat";"reg_no";"Fix";60;390;45000;0;1000;2318
"positiu";10;"escriptura";60;50;"casat";"reg_no";"Fix";75;209;13500;0;1450;1786
"positiu";7;"contr_privat";48;27;"casat";"reg_no";"Fix";60;71;800;0;800;1505
"positiu";1;"pares";36;33;"casat";"reg_no";"Fix";35;200;0;0;600;1580
"negatiu";1;"escriptura";60;47;"separat";"reg_no";"Fix";35;48;5000;0;1200;1445
"negatiu";0;"pares";60;38;"separat";"reg_si";"Auto";45;99999999;0;0;700;1738
"positiu";7;"escriptura";24;41;"casat";"reg_no";"Auto";45;0;6000;0;1200;2676
"negatiu";16;"escriptura";36;30;"casat";"reg_no";"Fix";45;82;4500;0;800;975
"positiu";10;"escriptura";36;49;"casat";"reg_no";"Auto";45;126;5000;0;800;1150
"positiu";11;"escriptura";48;53;"casat";"reg_no";"Fix";45;111;5000;0;1300;1763
"positiu";20;"escriptura";48;44;"casat";"reg_no";"Fix";45;87;3000;0;800;1694
"positiu";1;"lloguer";6;34;"casat";"reg_no";"Auto";99;535;0;0;500;1196
"positiu";8;"lloguer";36;51;"casat";"reg_si";"Auto";60;0;0;0;400;600
"negatiu";1;"escriptura";60;36;"casat";"reg_si";"Auto";45;0;4000;2000;1500;1743
"positiu";13;"altres viv";48;40;"casat";"reg_si";"Auto";75;270;0;0;2300;2750
"negatiu";8;"pares";36;27;"solter";"reg_no";"Temp";35;53;0;0;225;350
"negatiu";1;"escriptura";36;38;"casat";"reg_no";"Auto";90;49;7000;300;1200;1619
"positiu";13;"altres viv";60;40;"casat";"reg_no";"Fix";60;140;0;0;700;1465
"positiu";2;"pares";60;24;"solter";"reg_no";"Fix";35;67;0;0;316;1080
"positiu";6;"escriptura";48;37;"casat";"reg_no";"Auto";45;189;15750;3000;2300;2936
"positiu";0;"lloguer";60;30;"casat";"reg_no";"Fix";43;80;0;0;1000;1056
"positiu";8;"lloguer";48;44;"casat";"reg_no";"Fix";62;170;0;0;1000;1387
"positiu";8;"contr_privat";36;31;"casat";"reg_no";"Fix";60;110;2000;360;400;450
"positiu";4;"altres viv";60;27;"casat";"reg_no";"Fix";35;98;5000;0;1200;1609
"negatiu";7;"pares";24;31;"casat";"reg_no";"Auto";35;67;0;0;200;2000
"positiu";3;"escriptura";12;28;"casat";"reg_no";"Fix";35;120;8000;0;1000;2997
"positiu";8;"escriptura";36;38;"casat";"reg_no";"Fix";45;150;23000;0;2800;4400
"positiu";1;"pares";36;25;"solter";"reg_no";"Fix";35;62;0;0;750;1366
"positiu";17;"escriptura";48;51;"casat";"reg_no";"Auto";35;100;16000;0;1100;1358
"positiu";3;"escriptura";60;36;"casat";"reg_no";"Fix";45;160;6500;0;1500;2038
"positiu";13;"escriptura";48;37;"casat";"reg_no";"Fix";60;205;5000;0;600;1243
"negatiu";9;"lloguer";60;37;"solter";"reg_no";"Fix";47;115;0;0;1600;1800
"negatiu";0;"altres viv";48;45;"casat";"reg_si";"Fix";45;0;0;0;1000;1135
"negatiu";0;"altres viv";60;51;"casat";"reg_no";"Auto";60;0;0;0;1300;1321
"negatiu";15;"escriptura";24;34;"casat";"reg_no";"Auto";35;0;99999999;99999999;1300;2099
"positiu";15;"escriptura";12;39;"casat";"reg_no";"Auto";60;110;4000;0;700;1100
"positiu";1;"escriptura";60;49;"casat";"reg_no";"Fix";105;531;47000;0;1400;1601
"positiu";5;"contr_privat";60;24;"solter";"reg_no";"Fix";35;145;4000;0;1000;1346
"positiu";5;"lloguer";48;36;"casat";"reg_si";"Auto";72;120;100000;0;775;950
"positiu";0;"escriptura";24;33;"casat";"reg_no";"Temp";35;100;8000;0;500;2700
"positiu";12;"escriptura";60;39;"casat";"reg_no";"Fix";45;167;6000;0;1435;1875
"positiu";14;"escriptura";12;41;"casat";"reg_no";"Auto";60;245;7000;0;500;1253
"positiu";23;"escriptura";36;59;"casat";"reg_no";"Fix";35;100;7000;0;850;1334
"positiu";8;"escriptura";48;46;"casat";"reg_no";"Auto";75;190;7000;0;800;847
"positiu";3;"escriptura";60;32;"casat";"reg_no";"Fix";35;125;9000;2300;1350;1550
"positiu";15;"escriptura";60;33;"casat";"reg_no";"Fix";45;90;3000;0;1200;1323
"positiu";4;"escriptura";60;34;"casat";"reg_no";"Fix";45;205;11000;3700;1300;2060
"negatiu";3;"altres viv";24;28;"solter";"reg_no";"Fix";35;51;0;0;800;1750
"positiu";31;"escriptura";48;56;"casat";"reg_no";"Fix";35;144;3000;0;850;928
"negatiu";5;"lloguer";36;40;"casat";"reg_si";"Auto";35;0;0;0;1800;2800
"negatiu";11;"escriptura";60;45;"casat";"reg_si";"Fix";105;235;2000;670;1400;2079
"positiu";8;"escriptura";36;46;"casat";"reg_no";"Fix";35;160;6000;600;600;1100
"positiu";11;"lloguer";60;54;"casat";"reg_no";"Fix";54;90;0;0;1000;1303
"positiu";21;"altres viv";60;43;"solter";"reg_no";"Fix";35;115;0;0;1000;1338
"positiu";1;"escriptura";48;53;"casat";"reg_no";"Auto";35;213;20000;0;1250;2040
"negatiu";0;"escriptura";60;43;"casat";"reg_si";"Fix";60;85;4000;0;1500;1813
"positiu";4;"contr_privat";36;51;"casat";"reg_no";"Other";45;192;4000;108;575;1075
"negatiu";30;"escriptura";60;61;"casat";"reg_si";"Auto";35;0;60000;0;950;1015
"positiu";14;"escriptura";60;34;"solter";"reg_no";"Fix";35;90;5000;0;1000;1349
"positiu";3;"pares";36;26;"casat";"reg_no";"Auto";35;61;18000;0;800;1000
"positiu";3;"pares";18;21;"solter";"reg_si";"Fix";35;75;0;0;500;1364
"positiu";2;"pares";60;41;"casat";"reg_si";"Fix";35;80;0;0;1000;1500
"positiu";10;"escriptura";60;28;"casat";"reg_no";"Auto";45;0;4000;0;1200;1214
"negatiu";3;"lloguer";36;23;"casat";"reg_no";"Fix";53;178;0;0;1600;2000
"negatiu";0;"lloguer";6;37;"separat";"reg_si";"Auto";35;0;0;0;760;768
"positiu";10;"escriptura";60;27;"casat";"reg_no";"Auto";35;180;8000;3530;1700;1847
"positiu";26;"escriptura";60;56;"casat";"reg_no";"Fix";35;120;3500;0;1400;1477
